index,production_companies,production_countries,,
1759,"{{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""The Ladd Company"", ""id"": 7965}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1760,"{{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Centropolis Entertainment"", ""id"": 347}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}}",,
1761,"{{""name"": ""Producers Sales Organization"", ""id"": 1256}, {""name"": ""Bavaria Film"", ""id"": 1704}, {""name"": ""Dieter Geissler Filmproduktion"", ""id"": 1766}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Westdeutscher Rundfunk (WDR)"", ""id"": 7025}, {""name"": ""Bavaria Studios"", ""id"": 33772}}","{{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1762,"{{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Mystery Clock Cinema"", ""id"": 908}}","{{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1763,"{{""name"": ""BIM Distribuzione"", ""id"": 225}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""Qwerty Films"", ""id"": 892}, {""name"": ""Path\u00e9"", ""id"": 7981}, {""name"": ""Magnolia Mae Films"", ""id"": 18188}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}}",,
1764,"{{""name"": ""Silver Screen Partners II"", ""id"": 10531}, {""name"": ""Oz Productions Ltd."", ""id"": 15395}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1765,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Detour Filmproduction"", ""id"": 11510}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1766,"{{""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Misher Films"", ""id"": 11581}, {""name"": ""Case 39 Productions"", ""id"": 11582}}","{{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1767,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Intermedia Films"", ""id"": 763}}","{{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1768,"{{""name"": ""New Line Cinema"", ""id"": 12}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1769,"{{""name"": ""Dimension Films"", ""id"": 7405}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1770,"{{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Sony Pictures Releasing"", ""id"": 3045}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""Allegiance Theater"", ""id"": 54454}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1771,"{{""name"": ""Film Council"", ""id"": 246}, {""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""The Film Consortium"", ""id"": 1218}, {""name"": ""Focus Films"", ""id"": 1268}, {""name"": ""Momentum Films"", ""id"": 1269}, {""name"": ""National Lottery"", ""id"": 1270}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""Artists Production Group (APG)"", ""id"": 18620}, {""name"": ""Fifty First Films"", ""id"": 52619}}","{{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}}",,
1772,"{{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1773,"{{""name"": ""Avenue Pictures Productions"", ""id"": 251}, {""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Egmond Film & Television"", ""id"": 4588}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Outlaw Productions (I)"", ""id"": 19507}, {""name"": ""Mindhunters (UK) Limited"", ""id"": 19508}, {""name"": ""Mindhunters Productie BV"", ""id"": 19509}, {""name"": ""Tonna Oy"", ""id"": 19510}, {""name"": ""Outlaw Victoria Productions Inc."", ""id"": 19511}}","{{""iso_3166_1"": ""FI"", ""name"": ""Finland""}, {""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1774,"{{""name"": ""2929 Productions"", ""id"": 846}, {""name"": ""Linson Entertainment"", ""id"": 4700}, {""name"": ""Art Linson Productions"", ""id"": 8769}, {""name"": ""Tribeca Productions"", ""id"": 11391}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1775,"{{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Serendipity Point Films"", ""id"": 805}, {""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Odessa Films"", ""id"": 1712}, {""name"": ""Movision"", ""id"": 1727}, {""name"": ""Astral Media"", ""id"": 2743}, {""name"": ""Corus Entertainment"", ""id"": 11550}, {""name"": ""Company Pictures"", ""id"": 11842}}","{{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}}",,
1776,"{{""name"": ""Walt deFaria"", ""id"": 5646}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}}",,
1777,"{{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Hey Eddie"", ""id"": 46222}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1778,"{{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Gunn Films"", ""id"": 3538}, {""name"": ""Casual Friday Productions"", ""id"": 93528}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1779,"{{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Apatow Productions"", ""id"": 10105}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1780,"{{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Bedford Falls Productions"", ""id"": 348}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1781,"{{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""1984 Private Defense Contractors"", ""id"": 8532}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Traveling Picture Show Company (TPSC)"", ""id"": 39043}, {""name"": ""Free State Pictures"", ""id"": 40106}, {""name"": ""Da Vinci Media Ventures"", ""id"": 40107}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1782,"{{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1783,"{{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Apatow Productions"", ""id"": 10105}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1784,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1785,"{{""name"": ""Tig Productions"", ""id"": 335}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Beacon Pictures"", ""id"": 10157}, {""name"": ""Cobalt Media Group"", ""id"": 18619}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1786,"{{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Stonebridge Entertainment"", ""id"": 5738}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1787,"{{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Joseph E. Levine Productions"", ""id"": 11503}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1788,"{{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Craven-Maddalena Films"", ""id"": 1600}, {""name"": ""BenderSpink"", ""id"": 6363}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1789,"{{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Zide-Perry Productions"", ""id"": 3169}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1790,"{{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Mike Zoss Productions"", ""id"": 2092}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Working Title Films"", ""id"": 10163}}","{{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1791,"{{""name"": ""Bold Films"", ""id"": 2266}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1792,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""De Line Pictures"", ""id"": 2609}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1793,"{{""name"": ""Depth of Field"", ""id"": 1473}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1794,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Valhalla Motion Pictures"", ""id"": 11533}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1795,"{{""name"": ""Columbia Pictures"", ""id"": 5}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1796,"{{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Sighvatsson Films"", ""id"": 11369}, {""name"": ""Michael De Luca Productions"", ""id"": 11370}, {""name"": ""Palomar Pictures (II)"", ""id"": 11371}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1797,"{{""name"": ""Splendid Pictures"", ""id"": 368}, {""name"": ""Maverick Films"", ""id"": 4000}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Dylan Sellers Productions"", ""id"": 8807}, {""name"": ""Madacy Entertainment"", ""id"": 12027}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1798,"{{""name"": ""New Line Cinema"", ""id"": 12}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1799,"{{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}}","{{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1800,"{{""name"": ""Relativity Media"", ""id"": 7295}}","{{""iso_3166_1"": ""HU"", ""name"": ""Hungary""}, {""iso_3166_1"": ""RS"", ""name"": ""Serbia""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1801,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Mediastream Vierte Film GmbH & Co. Vermarktungs KG"", ""id"": 19354}, {""name"": ""Mooseport Productions"", ""id"": 89720}}","{{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1802,"{{""name"": ""Trans-Film"", ""id"": 2662}, {""name"": ""Initial Groupe"", ""id"": 22240}, {""name"": ""Lumi\u00e8re Pictures"", ""id"": 25129}, {""name"": ""Fallingcloud"", ""id"": 30655}}","{{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}}",,
1803,"{{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Marmont Productions"", ""id"": 20926}, {""name"": ""Blood & Wine Productions"", ""id"": 20927}, {""name"": ""Majestic Films International"", ""id"": 20928}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1804,"{{""name"": ""Interscope Communications"", ""id"": 10201}, {""name"": ""Polygram Filmed Entertainment"", ""id"": 31080}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1805,"{{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Gravier Productions"", ""id"": 1824}}","{{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1806,"{{""name"": ""K. JAM Media"", ""id"": 17888}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1807,"{{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""The Bubble Factory"", ""id"": 27128}, {""name"": ""American Films"", ""id"": 38181}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1808,"{{""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""Ram Bergman Productions"", ""id"": 11092}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1809,"{{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Scion Films"", ""id"": 7419}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Blue Sky Films"", ""id"": 33680}, {""name"": ""Potboiler Productions"", ""id"": 36615}}","{{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1810,"{{""name"": ""Icon Productions"", ""id"": 152}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1811,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Blue Wolf"", ""id"": 10230}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1812,"{{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Star Partners II Ltd."", ""id"": 206}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1813,"{{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Gerber Pictures"", ""id"": 975}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Double Nickel Entertainment"", ""id"": 10138}, {""name"": ""Matten Productions"", ""id"": 27351}, {""name"": ""WV Films IV"", ""id"": 27352}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}}",,
1814,"{{""name"": ""Ixtlan Productions"", ""id"": 525}, {""name"": ""Emperor Motion Pictures"", ""id"": 2726}, {""name"": ""Global Entertainment Group"", ""id"": 2727}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1815,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""M6 Films"", ""id"": 1115}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""TPS Star"", ""id"": 6586}, {""name"": ""Grive Productions"", ""id"": 6877}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""M6"", ""id"": 11261}, {""name"": ""Wintergreen Productions"", ""id"": 11845}, {""name"": ""All Pictures Media"", ""id"": 23614}}","{{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1816,"{{""name"": ""Relativity Media"", ""id"": 7295}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1817,"{{""name"": ""Tig Productions"", ""id"": 335}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Kasdan Pictures"", ""id"": 13040}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1818,"{{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1819,"{{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Participant Productions"", ""id"": 2030}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Touchstone Pictures"", ""id"": 9195}}","{{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1820,"{{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Anonymous Content"", ""id"": 10039}}","{{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1821,"{{""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Warner Bros."", ""id"": 6194}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1822,"{{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Ankor-Film"", ""id"": 21450}}","{{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""RU"", ""name"": ""Russia""}, {""iso_3166_1"": ""UA"", ""name"": ""Ukraine""}}",,
1823,"{{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Cecchi Gori Group Tiger Cinematografica"", ""id"": 371}, {""name"": ""Avery Pix"", ""id"": 1565}, {""name"": ""Sean S. Cunningham Films"", ""id"": 17611}, {""name"": ""Crystal Lake Entertainment"", ""id"": 21783}, {""name"": ""WTC Productions"", ""id"": 50102}, {""name"": ""Yannix Technology Corporation"", ""id"": 53063}}","{{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1824,"{{""name"": ""Revolution Films"", ""id"": 163}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Cattleya"", ""id"": 10102}, {""name"": ""Vedette Finance"", ""id"": 34381}, {""name"": ""Multitrade"", ""id"": 48197}, {""name"": ""Ypsilon Films"", ""id"": 53326}}","{{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}}",,
1825,"{{""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Universal Cartoon Studios"", ""id"": 4285}, {""name"": ""Paramount Animation"", ""id"": 24955}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1826,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Bad Robot"", ""id"": 11461}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1827,"{{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Golden Harvest Company"", ""id"": 2521}}","{{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1828,"{{""name"": ""Paramount Pictures"", ""id"": 4}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1829,"{{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""Mike Zoss Productions"", ""id"": 2092}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1830,"{{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Rainforest Films"", ""id"": 1309}, {""name"": ""Cube Vision"", ""id"": 2780}, {""name"": ""Relativity Media"", ""id"": 7295}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1831,"{{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Little Bird"", ""id"": 11358}}","{{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1832,"{{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""David Brown Productions"", ""id"": 903}, {""name"": ""Fat Free"", ""id"": 65781}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1833,"{{""name"": ""Type A Films"", ""id"": 2308}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1834,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Chernin Entertainment"", ""id"": 7076}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Face Productions"", ""id"": 48638}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1835,"{{""name"": ""Katalyst Films"", ""id"": 817}, {""name"": ""The Montecito Picture Company"", ""id"": 2364}, {""name"": ""Handsomecharlie Films"", ""id"": 8873}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1836,"{{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1837,"{{""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1838,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1839,"{{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Zide-Perry Productions"", ""id"": 3169}, {""name"": ""Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG"", ""id"": 12067}, {""name"": ""Hard Eight Pictures"", ""id"": 48772}, {""name"": ""Matinee Pictures"", ""id"": 48785}, {""name"": ""Practical Pictures"", ""id"": 48788}}","{{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1840,"{{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""DiNovi Pictures"", ""id"": 813}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Langley Park Production"", ""id"": 8057}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1841,"{{""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Hal Lieberman Company"", ""id"": 23890}, {""name"": ""Lauren Levine Productions Inc."", ""id"": 60611}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1842,"{{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Film Colony"", ""id"": 560}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1843,"{{""name"": ""Lions Gate"", ""id"": 6644}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1844,"{{""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""1984 Private Defense Contractors"", ""id"": 8532}, {""name"": ""LD Entertainment"", ""id"": 10285}, {""name"": ""Open Road Films"", ""id"": 10427}, {""name"": ""Inferno Distribution"", ""id"": 11278}, {""name"": ""Chambara Pictures"", ""id"": 12234}}","{{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1845,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Josephson Entertainment"", ""id"": 1894}, {""name"": ""MBC Beteiligungs Filmproduktion"", ""id"": 73955}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1846,"{{""name"": ""Apatow Productions"", ""id"": 10105}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1847,"{{""name"": ""Winkler Films"", ""id"": 8880}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1848,"{{""name"": ""Splendid Pictures"", ""id"": 368}, {""name"": ""Maverick Films"", ""id"": 4000}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Dylan Sellers Productions"", ""id"": 8807}, {""name"": ""Madacy Entertainment"", ""id"": 12027}}","{{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1849,"{{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Three Strange Angels"", ""id"": 1973}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Nanny McPhee Productions"", ""id"": 76721}}","{{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1850,"{{""name"": ""Universal Pictures"", ""id"": 33}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
1851,"{{""name"": ""Touchstone Pictures"", ""id"": 9195}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
